Latitude (decimal degrees):	49.915
Longitude (decimal degrees):	21.866
Elevation (m):	230
Radiation database:	PVGIS-SARAH2


Slope: 30 deg. 
Azimuth: -90 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20180929:1610,0.0,0.0,0.0,10.42,2.28,0.0
20180929:1710,0.0,0.0,0.0,9.15,2.0,0.0
20180929:1810,0.0,0.0,0.0,8.11,1.93,0.0
20180929:1910,0.0,0.0,0.0,6.87,1.86,0.0
20180929:2010,0.0,0.0,0.0,5.71,1.72,0.0
20180929:2110,0.0,0.0,0.0,4.71,1.66,0.0
20180929:2210,0.0,0.0,0.0,3.96,1.66,0.0
20180929:2310,0.0,0.0,0.0,3.38,1.72,0.0
20180930:0010,0.0,0.0,0.0,2.9,1.72,0.0
20180930:0110,0.0,0.0,0.0,2.57,1.72,0.0
20180930:0210,0.0,0.0,0.0,2.23,1.72,0.0
20180930:0310,0.0,0.0,0.0,1.88,1.72,0.0
20180930:0410,0.0,0.0,0.0,1.58,1.72,0.0
20180930:0510,114.31,142.59,5.76,1.34,1.72,0.0
20180930:0610,427.65,496.36,14.97,3.6,1.45,0.0
20180930:0710,540.37,639.17,23.35,6.55,1.79,0.0
20180930:0810,584.15,694.15,30.32,8.01,2.55,0.0
20180930:0910,560.43,668.96,35.2,9.38,2.9,0.0
20180930:1010,477.92,576.66,37.32,10.62,2.83,0.0
20180930:1110,351.63,438.79,36.32,11.67,2.76,0.0
20180930:1210,199.56,279.88,32.38,12.45,2.76,0.0
20180930:1310,57.26,106.92,26.1,12.85,2.83,0.0
20180930:1410,66.45,95.03,18.16,12.85,2.9,0.0
20180930:1510,30.89,51.59,9.2,12.3,2.41,0.0
20180930:1610,0.0,0.0,0.0,11.05,2.34,0.0
20180930:1710,0.0,0.0,0.0,9.69,2.62,0.0
20180930:1810,0.0,0.0,0.0,8.82,2.83,0.0
20180930:1910,0.0,0.0,0.0,9.15,3.24,0.0
20180930:2010,0.0,0.0,0.0,8.87,3.24,0.0
20180930:2110,0.0,0.0,0.0,8.64,3.31,0.0
20180930:2210,0.0,0.0,0.0,8.5,3.38,0.0
20180930:2310,0.0,0.0,0.0,8.48,3.45,0.0
20181001:0010,0.0,0.0,0.0,8.3,3.38,0.0
20181001:0110,0.0,0.0,0.0,8.15,3.31,0.0
20181001:0210,0.0,0.0,0.0,8.02,3.17,0.0
20181001:0310,0.0,0.0,0.0,7.76,3.03,0.0
20181001:0410,0.0,0.0,0.0,7.45,2.9,0.0
20181001:0510,63.32,88.41,5.51,7.33,2.83,0.0
20181001:0610,356.72,420.44,14.71,8.58,2.55,0.0
20181001:0710,130.55,167.54,23.06,10.64,3.52,0.0
20181001:0810,190.52,237.07,29.99,12.06,4.0,0.0
20181001:0910,457.9,549.98,34.84,13.16,4.28,0.0
20181001:1010,223.36,277.2,36.93,13.89,4.97,0.0
20181001:1110,216.59,270.51,35.93,14.0,4.69,0.0
20181001:1210,43.14,67.16,31.99,13.87,4.21,0.0
20181001:1310,44.76,69.06,25.72,13.38,3.45,0.0
20181001:1410,46.86,71.5,17.8,12.84,2.97,0.0
20181001:1510,29.45,49.78,8.84,12.42,2.62,0.0
20181001:1610,0.0,0.0,0.0,12.0,2.41,0.0
20181001:1710,0.0,0.0,0.0,11.61,2.14,0.0
20181001:1810,0.0,0.0,0.0,11.38,1.93,0.0
20181001:1910,0.0,0.0,0.0,11.2,2.21,0.0
20181001:2010,0.0,0.0,0.0,10.87,2.28,0.0
20181001:2110,0.0,0.0,0.0,10.79,2.34,0.0
20181001:2210,0.0,0.0,0.0,10.61,2.41,0.0
20181001:2310,0.0,0.0,0.0,10.48,2.48,0.0
20181002:0010,0.0,0.0,0.0,10.31,2.55,0.0
20181002:0110,0.0,0.0,0.0,10.21,2.69,0.0
20181002:0210,0.0,0.0,0.0,10.03,2.97,0.0
20181002:0310,0.0,0.0,0.0,9.72,2.97,0.0
20181002:0410,0.0,0.0,0.0,9.39,3.1,0.0
20181002:0510,2.13,10.41,5.26,9.05,3.03,0.0
20181002:0610,6.55,17.97,14.44,9.02,2.9,0.0
20181002:0710,249.97,299.5,22.77,8.78,3.17,0.0
20181002:0810,58.59,84.19,29.67,8.75,3.86,0.0
20181002:0910,60.14,86.08,34.48,8.88,3.38,0.0
20181002:1010,43.28,66.22,36.55,9.39,2.69,0.0
20181002:1110,93.12,124.87,35.53,9.87,2.69,0.0
20181002:1210,110.46,144.73,31.6,9.86,2.9,0.0
20181002:1310,46.4,70.0,25.34,9.47,2.69,0.0
20181002:1410,20.76,38.01,17.43,9.2,3.03,0.0
20181002:1510,14.03,28.96,8.49,9.35,2.97,0.0
20181002:1610,0.0,0.0,0.0,8.8,2.69,0.0
20181002:1710,0.0,0.0,0.0,8.38,2.69,0.0
20181002:1810,0.0,0.0,0.0,7.56,2.76,0.0
20181002:1910,0.0,0.0,0.0,7.02,2.97,0.0
20181002:2010,0.0,0.0,0.0,6.53,3.03,0.0
20181002:2110,0.0,0.0,0.0,6.01,3.17,0.0
20181002:2210,0.0,0.0,0.0,5.66,3.24,0.0
20181002:2310,0.0,0.0,0.0,5.72,3.45,0.0
20181003:0010,0.0,0.0,0.0,5.9,3.79,0.0
20181003:0110,0.0,0.0,0.0,6.38,4.0,0.0
20181003:0210,0.0,0.0,0.0,6.8,4.21,0.0
20181003:0310,0.0,0.0,0.0,7.04,4.28,0.0
20181003:0410,0.0,0.0,0.0,7.09,4.34,0.0
20181003:0510,11.6,25.34,5.01,7.28,4.48,0.0
20181003:0610,74.67,102.04,14.18,7.77,4.62,0.0
20181003:0710,65.08,91.76,22.47,8.79,4.34,0.0
20181003:0810,94.33,125.82,29.35,9.59,4.69,0.0
20181003:0910,149.28,188.81,34.12,10.67,5.72,0.0
20181003:1010,87.95,119.19,36.16,11.32,6.28,0.0
20181003:1110,235.56,288.71,35.14,11.21,6.0,0.0
20181003:1210,50.31,74.73,31.21,10.04,5.38,0.0
20181003:1310,137.93,180.42,24.96,11.14,5.17,0.0
20181003:1410,72.46,101.37,17.07,11.45,5.03,0.0
20181003:1510,1.9,9.96,8.13,9.68,6.48,0.0
20181003:1610,0.0,0.0,0.0,9.05,5.17,0.0
20181003:1710,0.0,0.0,0.0,9.03,5.03,0.0
20181003:1810,0.0,0.0,0.0,8.97,5.17,0.0
20181003:1910,0.0,0.0,0.0,8.55,5.31,0.0
20181003:2010,0.0,0.0,0.0,8.25,5.17,0.0
20181003:2110,0.0,0.0,0.0,7.76,5.1,0.0
20181003:2210,0.0,0.0,0.0,7.62,4.9,0.0
20181003:2310,0.0,0.0,0.0,7.43,4.69,0.0
20181004:0010,0.0,0.0,0.0,7.27,4.48,0.0
20181004:0110,0.0,0.0,0.0,7.1,4.28,0.0
20181004:0210,0.0,0.0,0.0,6.91,4.21,0.0
20181004:0310,0.0,0.0,0.0,6.62,4.21,0.0
20181004:0410,0.0,0.0,0.0,6.33,4.14,0.0
20181004:0510,10.4,23.53,4.76,5.99,4.07,0.0
20181004:0610,147.65,182.36,13.91,6.52,3.66,0.0
20181004:0710,197.72,239.11,22.18,7.25,4.0,0.0
20181004:0810,67.78,94.6,29.02,8.15,5.24,0.0
20181004:0910,39.53,61.49,33.77,9.03,5.52,0.0
20181004:1010,82.84,112.57,35.78,9.69,5.72,0.0
20181004:1110,115.63,150.41,34.74,10.37,5.86,0.0
20181004:1210,65.99,93.65,30.82,11.2,5.45,0.0
20181004:1310,137.49,178.82,24.58,11.43,4.9,0.0
20181004:1410,84.81,115.85,16.71,11.48,4.21,0.0
20181004:1510,29.67,49.78,7.78,11.04,3.17,0.0
20181004:1610,0.0,0.0,0.0,10.35,2.55,0.0
20181004:1710,0.0,0.0,0.0,9.32,2.14,0.0
20181004:1810,0.0,0.0,0.0,8.67,2.14,0.0
20181004:1910,0.0,0.0,0.0,7.54,2.34,0.0
20181004:2010,0.0,0.0,0.0,7.08,2.34,0.0
20181004:2110,0.0,0.0,0.0,6.8,2.34,0.0
20181004:2210,0.0,0.0,0.0,6.57,2.28,0.0
20181004:2310,0.0,0.0,0.0,6.2,2.21,0.0
20181005:0010,0.0,0.0,0.0,5.72,2.14,0.0
20181005:0110,0.0,0.0,0.0,5.25,2.14,0.0
20181005:0210,0.0,0.0,0.0,4.87,2.14,0.0
20181005:0310,0.0,0.0,0.0,4.55,2.14,0.0
20181005:0410,0.0,0.0,0.0,4.32,2.21,0.0
20181005:0510,11.78,25.34,4.5,4.33,2.21,0.0
20181005:0610,408.62,477.27,13.64,5.78,1.93,0.0
20181005:0710,514.62,609.0,21.89,8.2,2.34,0.0
20181005:0810,555.89,661.75,28.7,9.96,3.17,0.0
20181005:0910,530.01,635.62,33.41,11.48,3.45,0.0
20181005:1010,451.33,548.28,35.4,12.52,3.52,0.0
20181005:1110,322.5,409.43,34.35,13.27,3.52,0.0
20181005:1210,169.7,248.94,30.43,13.66,3.52,0.0
20181005:1310,43.89,78.99,24.21,13.8,3.52,0.0
20181005:1410,55.65,82.36,16.34,13.61,3.38,0.0
20181005:1510,23.78,42.54,7.43,12.88,2.69,0.0
20181005:1610,0.0,0.0,0.0,11.42,2.83,0.0
20181005:1710,0.0,0.0,0.0,10.31,3.03,0.0
20181005:1810,0.0,0.0,0.0,9.68,3.17,0.0
20181005:1910,0.0,0.0,0.0,9.56,3.24,0.0
20181005:2010,0.0,0.0,0.0,9.34,3.38,0.0
20181005:2110,0.0,0.0,0.0,9.2,3.52,0.0
20181005:2210,0.0,0.0,0.0,9.03,3.59,0.0
20181005:2310,0.0,0.0,0.0,8.84,3.72,0.0
20181006:0010,0.0,0.0,0.0,8.65,3.72,0.0
20181006:0110,0.0,0.0,0.0,8.6,3.79,0.0
20181006:0210,0.0,0.0,0.0,8.49,3.86,0.0
20181006:0310,0.0,0.0,0.0,8.44,4.0,0.0
20181006:0410,0.0,0.0,0.0,8.4,4.07,0.0
20181006:0510,9.64,22.63,4.25,8.44,4.28,0.0
20181006:0610,362.67,424.76,13.37,9.3,4.69,0.0
20181006:0710,458.31,538.57,21.6,10.3,4.62,0.0
20181006:0810,508.3,600.68,28.37,12.02,5.72,0.0
20181006:0910,495.98,591.83,33.05,13.63,6.14,0.0
20181006:1010,425.3,516.4,35.02,14.94,6.21,0.0
20181006:1110,310.44,396.36,33.96,15.96,6.07,0.0
20181006:1210,165.14,243.54,30.04,16.59,5.79,0.0
20181006:1310,43.23,75.78,23.83,16.86,5.31,0.0
20181006:1410,52.66,79.65,15.99,16.64,4.83,0.0
20181006:1510,22.75,41.63,7.09,15.9,4.76,0.0
20181006:1610,0.0,0.0,0.0,14.96,4.83,0.0
20181006:1710,0.0,0.0,0.0,14.48,4.83,0.0
20181006:1810,0.0,0.0,0.0,14.31,4.97,0.0
20181006:1910,0.0,0.0,0.0,14.53,5.24,0.0
20181006:2010,0.0,0.0,0.0,14.43,5.24,0.0
20181006:2110,0.0,0.0,0.0,14.29,5.24,0.0
20181006:2210,0.0,0.0,0.0,14.13,5.03,0.0
20181006:2310,0.0,0.0,0.0,13.93,4.76,0.0
20181007:0010,0.0,0.0,0.0,13.77,4.55,0.0
20181007:0110,0.0,0.0,0.0,13.46,4.41,0.0
20181007:0210,0.0,0.0,0.0,13.27,4.34,0.0
20181007:0310,0.0,0.0,0.0,13.09,4.34,0.0
20181007:0410,0.0,0.0,0.0,12.93,4.34,0.0
20181007:0510,0.24,6.34,4.0,12.87,4.34,0.0
20181007:0610,8.81,21.76,13.1,13.19,4.41,0.0
20181007:0710,61.95,89.87,21.3,13.69,4.41,0.0
20181007:0810,402.36,485.12,28.05,14.89,4.62,0.0
20181007:0910,480.66,584.36,32.69,16.42,4.9,0.0
20181007:1010,344.98,427.48,34.63,17.62,4.97,0.0
20181007:1110,247.27,315.53,33.57,18.56,4.9,0.0
20181007:1210,184.42,249.22,29.66,19.11,4.62,0.0
20181007:1310,102.12,142.49,23.46,19.4,4.21,0.0
20181007:1410,74.12,106.8,15.63,19.11,3.31,0.0
20181007:1510,22.47,41.63,6.74,18.12,2.9,0.0
20181007:1610,0.0,0.0,0.0,16.86,2.76,0.0
20181007:1710,0.0,0.0,0.0,15.84,2.69,0.0
20181007:1810,0.0,0.0,0.0,15.18,2.55,0.0
20181007:1910,0.0,0.0,0.0,15.02,2.69,0.0
20181007:2010,0.0,0.0,0.0,14.65,2.55,0.0
20181007:2110,0.0,0.0,0.0,14.47,2.62,0.0
20181007:2210,0.0,0.0,0.0,14.08,3.03,0.0
20181007:2310,0.0,0.0,0.0,13.24,2.9,0.0
20181008:0010,0.0,0.0,0.0,12.71,3.1,0.0
20181008:0110,0.0,0.0,0.0,11.99,2.97,0.0
20181008:0210,0.0,0.0,0.0,11.61,2.76,0.0
20181008:0310,0.0,0.0,0.0,11.19,2.76,0.0
20181008:0410,0.0,0.0,0.0,10.9,2.55,0.0
20181008:0510,0.26,6.34,3.74,10.56,2.76,0.0
20181008:0610,36.14,57.7,12.83,10.28,2.83,0.0
20181008:0710,133.54,170.79,21.01,10.19,2.41,0.0
20181008:0810,133.02,171.07,27.72,10.45,2.14,0.0
20181008:0910,131.25,169.62,32.33,10.89,1.86,0.0
20181008:1010,162.41,206.17,34.25,11.41,1.66,0.0
20181008:1110,124.38,162.71,33.18,11.94,1.24,0.0
20181008:1210,71.59,101.22,29.28,12.41,0.9,0.0
20181008:1310,64.35,92.71,23.09,12.64,0.83,0.0
20181008:1410,46.03,70.59,15.27,12.7,0.9,0.0
20181008:1510,16.38,32.58,6.4,12.46,1.24,0.0
20181008:1610,0.0,0.0,0.0,12.14,1.24,0.0
20181008:1710,0.0,0.0,0.0,11.84,1.31,0.0
20181008:1810,0.0,0.0,0.0,11.46,1.31,0.0
20181008:1910,0.0,0.0,0.0,10.58,1.66,0.0
20181008:2010,0.0,0.0,0.0,10.45,1.59,0.0
20181008:2110,0.0,0.0,0.0,10.16,1.59,0.0
20181008:2210,0.0,0.0,0.0,9.95,1.59,0.0
20181008:2310,0.0,0.0,0.0,9.7,1.59,0.0
20181009:0010,0.0,0.0,0.0,9.31,1.66,0.0
20181009:0110,0.0,0.0,0.0,8.86,1.72,0.0
20181009:0210,0.0,0.0,0.0,8.35,1.79,0.0
20181009:0310,0.0,0.0,0.0,7.97,1.79,0.0
20181009:0410,0.0,0.0,0.0,7.25,1.86,0.0
20181009:0510,0.28,6.34,3.49,6.69,1.79,0.0
20181009:0610,41.76,63.89,12.56,7.44,1.38,0.0
20181009:0710,83.51,113.8,20.71,9.62,1.52,0.0
20181009:0810,121.33,158.37,27.39,10.9,1.24,0.0
20181009:0910,139.31,180.32,31.98,12.17,1.03,0.0
20181009:1010,387.11,483.0,33.87,13.5,0.9,0.0
20181009:1110,286.03,373.61,32.79,14.66,0.69,0.0
20181009:1210,158.14,233.07,28.9,15.32,0.62,0.0
20181009:1310,97.72,133.95,22.73,15.65,0.62,0.0
20181009:1410,70.55,101.37,14.92,15.61,0.69,0.0
20181009:1510,18.77,36.2,6.06,15.06,1.03,0.0
20181009:1610,0.0,0.0,0.0,13.59,1.72,0.0
20181009:1710,0.0,0.0,0.0,11.91,1.93,0.0
20181009:1810,0.0,0.0,0.0,10.72,1.93,0.0
20181009:1910,0.0,0.0,0.0,9.92,1.93,0.0
20181009:2010,0.0,0.0,0.0,8.98,1.79,0.0
20181009:2110,0.0,0.0,0.0,8.07,1.59,0.0
20181009:2210,0.0,0.0,0.0,7.37,1.38,0.0
20181009:2310,0.0,0.0,0.0,7.07,1.24,0.0
20181010:0010,0.0,0.0,0.0,6.5,1.24,0.0
20181010:0110,0.0,0.0,0.0,5.89,1.24,0.0
20181010:0210,0.0,0.0,0.0,5.28,1.17,0.0
20181010:0310,0.0,0.0,0.0,4.99,0.97,0.0
20181010:0410,0.0,0.0,0.0,4.69,0.62,0.0
20181010:0510,3.45,12.67,3.24,4.76,0.48,0.0
20181010:0610,217.64,262.31,12.29,6.48,0.62,0.0
20181010:0710,371.42,445.64,20.41,9.14,0.9,0.0
20181010:0810,483.65,591.45,27.07,11.15,0.83,0.0
20181010:0910,483.67,600.06,31.62,12.97,0.76,0.0
20181010:1010,408.0,512.46,33.5,14.47,0.97,0.0
20181010:1110,287.58,377.8,32.4,15.35,1.17,0.0
20181010:1210,149.61,226.82,28.52,15.91,1.45,0.0
20181010:1310,72.08,103.18,22.36,15.99,1.79,0.0
20181010:1410,51.33,77.84,14.57,15.56,2.07,0.0
20181010:1510,17.52,34.39,5.72,14.44,2.07,0.0
20181010:1610,0.0,0.0,0.0,12.57,2.41,0.0
20181010:1710,0.0,0.0,0.0,11.24,2.41,0.0
20181010:1810,0.0,0.0,0.0,10.42,2.41,0.0
20181010:1910,0.0,0.0,0.0,10.29,2.14,0.0
20181010:2010,0.0,0.0,0.0,9.74,2.07,0.0
20181010:2110,0.0,0.0,0.0,9.23,2.07,0.0
20181010:2210,0.0,0.0,0.0,8.84,2.14,0.0
20181010:2310,0.0,0.0,0.0,8.6,2.21,0.0
20181011:0010,0.0,0.0,0.0,8.36,2.21,0.0
20181011:0110,0.0,0.0,0.0,8.11,2.21,0.0
20181011:0210,0.0,0.0,0.0,7.78,2.14,0.0
20181011:0310,0.0,0.0,0.0,7.56,2.07,0.0
20181011:0410,0.0,0.0,0.0,7.11,2.21,0.0
20181011:0510,0.0,4.53,2.98,6.78,2.28,0.0
20181011:0610,301.17,356.14,12.02,7.52,2.14,0.0
20181011:0710,348.06,415.99,20.12,9.59,1.66,0.0
20181011:0810,489.96,596.18,26.74,12.17,1.66,0.0
20181011:0910,475.04,588.16,31.27,14.78,1.59,0.0
20181011:1010,394.38,498.51,33.12,17.0,1.59,0.0
20181011:1110,275.83,368.27,32.02,18.54,1.59,0.0
20181011:1210,142.31,220.14,28.14,19.31,1.79,0.0
20181011:1310,67.94,99.56,22.0,19.48,2.28,0.0
20181011:1410,49.0,76.03,14.22,19.07,2.41,0.0
20181011:1510,15.3,31.68,5.38,17.59,2.55,0.0
20181011:1610,0.0,0.0,0.0,15.59,2.9,0.0
20181011:1710,0.0,0.0,0.0,14.26,3.03,0.0
20181011:1810,0.0,0.0,0.0,13.27,2.9,0.0
20181011:1910,0.0,0.0,0.0,12.37,2.69,0.0
20181011:2010,0.0,0.0,0.0,11.48,2.55,0.0
20181011:2110,0.0,0.0,0.0,10.65,2.34,0.0
20181011:2210,0.0,0.0,0.0,9.9,2.14,0.0
20181011:2310,0.0,0.0,0.0,9.29,2.07,0.0
20181012:0010,0.0,0.0,0.0,8.87,2.07,0.0
20181012:0110,0.0,0.0,0.0,8.55,2.0,0.0
20181012:0210,0.0,0.0,0.0,8.28,2.0,0.0
20181012:0310,0.0,0.0,0.0,8.03,1.93,0.0
20181012:0410,0.0,0.0,0.0,7.79,1.86,0.0
20181012:0510,2.89,11.77,2.72,7.56,1.86,0.0
20181012:0610,328.19,390.14,11.75,8.18,1.45,0.0
20181012:0710,428.62,518.43,19.82,12.24,1.72,0.0
20181012:0810,347.48,427.1,26.42,15.28,2.0,0.0
20181012:0910,464.87,576.74,30.91,17.11,2.55,0.0
20181012:1010,376.64,475.46,32.74,18.25,2.55,0.0
20181012:1110,270.41,361.55,31.64,19.01,2.28,0.0
20181012:1210,140.14,216.36,27.76,19.45,2.0,0.0
20181012:1310,66.42,97.75,21.64,19.48,1.93,0.0
20181012:1410,46.79,73.31,13.88,19.09,1.72,0.0
20181012:1510,14.02,29.87,5.05,17.74,2.0,0.0
20181012:1610,0.0,0.0,0.0,15.72,2.34,0.0
20181012:1710,0.0,0.0,0.0,14.23,2.41,0.0
20181012:1810,0.0,0.0,0.0,13.22,2.41,0.0
20181012:1910,0.0,0.0,0.0,12.75,2.48,0.0
20181012:2010,0.0,0.0,0.0,11.91,2.28,0.0
20181012:2110,0.0,0.0,0.0,11.02,2.07,0.0
20181012:2210,0.0,0.0,0.0,10.08,1.86,0.0
20181012:2310,0.0,0.0,0.0,9.11,1.72,0.0
20181013:0010,0.0,0.0,0.0,8.26,1.66,0.0
20181013:0110,0.0,0.0,0.0,7.55,1.66,0.0
20181013:0210,0.0,0.0,0.0,7.0,1.66,0.0
20181013:0310,0.0,0.0,0.0,6.55,1.66,0.0
20181013:0410,0.0,0.0,0.0,6.11,1.59,0.0
20181013:0510,1.5,9.05,2.47,5.69,1.52,0.0
20181013:0610,319.1,378.56,11.47,6.91,1.03,0.0
20181013:0710,447.27,542.37,19.53,10.19,0.69,0.0
20181013:0810,478.32,592.88,26.09,13.32,0.62,0.0
20181013:0910,459.93,579.41,30.56,16.06,0.69,0.0
20181013:1010,382.01,489.57,32.37,17.93,0.83,0.0
20181013:1110,264.55,357.63,31.26,19.03,0.9,0.0
20181013:1210,134.72,211.74,27.39,19.55,0.69,0.0
20181013:1310,61.76,92.32,21.28,19.7,0.48,0.0
20181013:1410,43.79,69.69,13.54,19.45,1.03,0.0
20181013:1510,12.74,28.06,4.72,18.05,2.07,0.0
20181013:1610,0.0,0.0,0.0,15.76,2.41,0.0
20181013:1710,0.0,0.0,0.0,14.25,2.41,0.0
20181013:1810,0.0,0.0,0.0,13.24,2.34,0.0
20181013:1910,0.0,0.0,0.0,12.4,2.34,0.0
20181013:2010,0.0,0.0,0.0,11.6,2.28,0.0
20181013:2110,0.0,0.0,0.0,10.83,2.21,0.0
20181013:2210,0.0,0.0,0.0,10.14,2.07,0.0
20181013:2310,0.0,0.0,0.0,9.47,2.07,0.0
20181014:0010,0.0,0.0,0.0,8.85,1.93,0.0
20181014:0110,0.0,0.0,0.0,8.26,1.86,0.0
20181014:0210,0.0,0.0,0.0,7.74,1.86,0.0
20181014:0310,0.0,0.0,0.0,7.41,1.93,0.0
20181014:0410,0.0,0.0,0.0,7.38,2.07,0.0
20181014:0510,1.92,9.96,2.21,7.69,2.21,0.0
20181014:0610,332.1,394.87,11.2,9.02,2.07,0.0
20181014:0710,445.79,537.0,19.23,12.28,2.34,0.0
20181014:0810,485.45,592.39,25.76,15.12,2.97,0.0
20181014:0910,465.95,574.1,30.2,16.77,3.38,0.0
20181014:1010,387.06,487.38,32.0,17.96,3.17,0.0
20181014:1110,265.42,355.53,30.88,18.75,3.03,0.0
20181014:1210,131.13,207.05,27.02,19.17,2.9,0.0
20181014:1310,66.61,97.75,20.92,19.22,2.97,0.0
20181014:1410,42.58,67.88,13.2,18.79,2.48,0.0
20181014:1510,10.95,25.34,4.39,17.37,2.21,0.0
20181014:1610,0.0,0.0,0.0,15.3,2.34,0.0
20181014:1710,0.0,0.0,0.0,13.59,2.34,0.0
20181014:1810,0.0,0.0,0.0,12.31,2.34,0.0
20181014:1910,0.0,0.0,0.0,11.58,2.41,0.0
20181014:2010,0.0,0.0,0.0,10.79,2.34,0.0
20181014:2110,0.0,0.0,0.0,10.1,2.34,0.0
20181014:2210,0.0,0.0,0.0,9.55,2.41,0.0
20181014:2310,0.0,0.0,0.0,9.22,2.48,0.0
20181015:0010,0.0,0.0,0.0,9.02,2.48,0.0
20181015:0110,0.0,0.0,0.0,8.91,2.55,0.0
20181015:0210,0.0,0.0,0.0,8.81,2.62,0.0
20181015:0310,0.0,0.0,0.0,8.69,2.62,0.0
20181015:0410,0.0,0.0,0.0,8.54,2.69,0.0
20181015:0510,0.0,0.0,0.0,8.42,2.76,0.0
20181015:0610,342.36,405.85,10.93,8.99,2.55,0.0
20181015:0710,462.9,553.77,18.93,11.51,2.9,0.0
20181015:0810,488.04,592.24,25.44,13.84,2.97,0.0
20181015:0910,470.84,577.59,29.85,15.6,3.31,0.0
20181015:1010,387.23,485.48,31.63,16.9,3.24,0.0
20181015:1110,264.43,352.73,30.51,17.76,3.1,0.0
20181015:1210,133.51,207.42,26.65,18.24,2.97,0.0
20181015:1310,61.7,91.41,20.57,18.33,2.83,0.0
20181015:1410,47.12,73.31,12.86,17.8,2.28,0.0
20181015:1510,10.41,24.44,4.07,16.25,2.34,0.0
20181015:1610,0.0,0.0,0.0,14.19,2.48,0.0
20181015:1710,0.0,0.0,0.0,12.62,2.48,0.0
20181015:1810,0.0,0.0,0.0,11.52,2.41,0.0
20181015:1910,0.0,0.0,0.0,10.64,2.55,0.0
20181015:2010,0.0,0.0,0.0,10.12,2.55,0.0
20181015:2110,0.0,0.0,0.0,9.88,2.55,0.0
20181015:2210,0.0,0.0,0.0,9.68,2.55,0.0
20181015:2310,0.0,0.0,0.0,9.59,2.55,0.0
20181016:0010,0.0,0.0,0.0,9.6,2.62,0.0
20181016:0110,0.0,0.0,0.0,9.63,2.69,0.0
20181016:0210,0.0,0.0,0.0,9.74,2.62,0.0
20181016:0310,0.0,0.0,0.0,9.96,2.62,0.0
20181016:0410,0.0,0.0,0.0,10.08,2.76,0.0
20181016:0510,0.0,0.0,0.0,9.94,2.83,0.0
20181016:0610,321.12,383.15,10.65,10.28,2.76,0.0
20181016:0710,443.97,531.49,18.63,11.65,2.83,0.0
20181016:0810,483.67,586.77,25.11,13.92,3.03,0.0
20181016:0910,459.3,563.75,29.5,15.71,3.31,0.0
20181016:1010,381.55,479.45,31.26,17.03,3.17,0.0
20181016:1110,258.21,346.28,30.13,17.93,2.97,0.0
20181016:1210,126.04,199.72,26.29,18.42,2.76,0.0
20181016:1310,63.11,93.22,20.22,18.48,2.62,0.0
20181016:1410,43.46,68.78,12.52,17.94,2.07,0.0
20181016:1510,8.62,21.72,3.74,16.29,2.28,0.0
20181016:1610,0.0,0.0,0.0,14.27,2.55,0.0
20181016:1710,0.0,0.0,0.0,13.05,2.69,0.0
20181016:1810,0.0,0.0,0.0,12.23,2.69,0.0
20181016:1910,0.0,0.0,0.0,12.03,2.83,0.0
20181016:2010,0.0,0.0,0.0,11.66,2.76,0.0
20181016:2110,0.0,0.0,0.0,11.24,2.69,0.0
20181016:2210,0.0,0.0,0.0,10.8,2.62,0.0
20181016:2310,0.0,0.0,0.0,10.39,2.62,0.0
20181017:0010,0.0,0.0,0.0,10.02,2.62,0.0
20181017:0110,0.0,0.0,0.0,9.73,2.55,0.0
20181017:0210,0.0,0.0,0.0,9.44,2.55,0.0
20181017:0310,0.0,0.0,0.0,9.06,2.41,0.0
20181017:0410,0.0,0.0,0.0,8.5,2.34,0.0
20181017:0510,0.0,0.0,0.0,7.9,2.21,0.0
20181017:0610,79.91,108.15,10.38,7.92,1.86,0.0
20181017:0710,333.71,401.48,18.34,11.21,2.0,0.0
20181017:0810,446.82,545.92,24.79,14.05,2.07,0.0
20181017:0910,434.17,537.21,29.15,16.11,2.41,0.0
20181017:1010,362.46,459.04,30.89,17.43,2.34,0.0
20181017:1110,246.83,334.62,29.76,18.35,2.07,0.0
20181017:1210,119.2,191.68,25.93,18.84,1.79,0.0
20181017:1310,74.7,107.7,19.88,18.95,1.52,0.0
20181017:1410,51.22,78.74,12.19,18.59,1.24,0.0
20181017:1510,6.86,19.01,3.43,17.33,1.79,0.0
20181017:1610,0.0,0.0,0.0,15.19,2.14,0.0
20181017:1710,0.0,0.0,0.0,13.44,2.21,0.0
20181017:1810,0.0,0.0,0.0,12.11,2.07,0.0
20181017:1910,0.0,0.0,0.0,11.06,2.07,0.0
20181017:2010,0.0,0.0,0.0,10.24,2.0,0.0
20181017:2110,0.0,0.0,0.0,9.5,1.93,0.0
20181017:2210,0.0,0.0,0.0,8.68,1.72,0.0
20181017:2310,0.0,0.0,0.0,7.76,1.59,0.0
20181018:0010,0.0,0.0,0.0,6.91,1.45,0.0
20181018:0110,0.0,0.0,0.0,6.3,1.31,0.0
20181018:0210,0.0,0.0,0.0,5.87,1.31,0.0
20181018:0310,0.0,0.0,0.0,5.53,1.24,0.0
20181018:0410,0.0,0.0,0.0,5.17,1.24,0.0
20181018:0510,0.0,0.0,0.0,4.95,1.24,0.0
